,text,tag
10403,또 한 번은 Y대학교 앞 술집에서 술자리가 벌어졌는데 한쪽 옆에서 젊은이들이 시국에 관한 열띤 토론을 하고 있었다.,OOOOOOOOBIIOBOBIOOOBIIOOOOOOOOBIOBOOOBIIOOOBIOOOOOOOOBIOOOOOOOOO
23603,"검찰로 송치돼야 면회가 된다는구만요.""",BIOOBIOOOBIOOOOOOOOOO
6287,그런 인과 관계가 설립되는 일반적 현상은 또한 자연 법칙적 현상이라고도 한다.,OOOBIOBIOOBIOOOBIOOBIOOOOOBIOBIOOBIOOOOOOOO
8630,정부는 9일 오전 김대중 대통령 주재로 열린 국무회의에서 월드컵 4강 신화를 계기로 국민 대화합을 이루고 운전면허 취소 등으로 생활에 어려움을 겪고 있는 서민들의 불편을 덜어주기 위해 이런 특별감면 조처를 심의 의결했다.,BIOOOOOBIOBIIOBIIOBIOOOOOBIOOOOOBIIOOBOBIOOBIOOBIOOBIOOOOOOBIIIOBIOOOOOBIOOBIIOOOOOOOOBIOOOBIOOOOOOOOOOOOOBIOOOBIOOBIOBIOOO
21340,1학년 학생이 말문을 열었다.,OBIOBIOOBIOOOOOO
71152,줄곧 떨리던 그의 팔은 몸을 지탱하지 못하고 꺾였다.,OOOOOOOOOOBOOBOOBIOOOOOOOOOOO
60416,반대에 이렇게 빠져 들어가는 선수 쪽을 보질 못합니다.,BIOOOOOOOOOOOOOOBIOOOOOOOOOOOO
43550,"시위대는 저녁 8시 20분쯤부터는 도심으로 진출, 명동 성당 주변 을지로 입구 종로 2가 일대 등지에서 2만여명이 화염병과 돌을 던지며 경찰과 공방전을 벌였다.",BIIOOBIOOOOOOOOOOOOBIOOOBIOOBIOBIOBIOBIIOBIOBIOOOOBIOOOOOOOOOOOOBIIOOBOOOOOOBIOOBIIOOOOOO
2891,그런데 역시 언제나 귀를 기울이고 빈틈없이 듣는 쪽은 석만태였다.,OOOOOOOOOOOBOOOOOOOOOOOOOOOOOOBIIOOO
4637,당시 순경이었던 그는 모 치과 병원에 4인조 강도가 들었다는 신고를 받고 출동했다.,BIOBIOOOOOOOOOBIOBIOOBBOOBIOOOOOOOBIOOOOOBIOOO
62200,그리고 벌떡 일어났다.,OOOOOOOOOOOO
26395,그러던 그이에게 서 너 달 전쯤 영등포도서관에서 보낸 안내문이 한 장 배달되었다.,OOOOOOOOOOOOOBOBIOBIIIIIOOOOOOBIIOOOOOOBIOOOO
63725,그는 혼자 여름휴가를 보내던 울릉도에서 죽었다.,OOOBIOBIIIOOOOOOBIIOOOOOOO
33093,"국세청은 우선 선거관련 업종과 예식관련 업체·부동산 중개업소를 호황업체로 분류, 세금신고 내용을 중점 점검할 계획이다.",BIIOOOOOBIOOOBIOOBIOOOBBIIOOOBIOOOOBIOOOOBIOOBIOOOBIOOBIOBIOOBIOOO
35710,"""엄마는 너희들 때문에 고생하고 있어.",OBIOOOOOOOOOOBIOOOOOO
21019,수형자의 휴대금품은 교도소 또는 소년교도소에 영치하도록 되어 있다.,BIIOOBIOOOOBIIOOOOBIIOOOOBIOOOOOOOOOO
56126,"내일 그걸 인화해 여배우를 불러 확인하고, 그리구 거기 딸리는 인터뷰를 하면 다른 신문들은 땅을 칠 거야!",BIOOOOBIOOBIIOOOOOBIOOOOOOOOOOOOOOOBIIOOOOOOOOBIOOOBOOOOOOO
7355,"그니까 부서 분위기 자체가 그게,",OOOOBIOBIIOBIOOOOO
10410,가로막았다.,OOOOOO
23001,수읽기에서 김동수가 현대를 압도한 날이었다.,BOOOOOBIIOOBIOOBIOOBOOOO
35046,반면 신세계는 4쿼터서 2점슛 11개 중 1개만을 집어넣는 슛난조를 보이면서 힘없이 무너졌다.,BIOBIIOOOBIOOOOBOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOO
53524,문학은 문화와 더불어 인간의 삶과 존재방식과 사유에 대한 성찰이라는 똑같이 중요한 기능을 갖고 있기 때문이다.,BIOOBIOOOOOOBIOOBOOBIOOOOBIOOOOOBIOOOOOOOOBIOOBIOOOOOOOOOOOOO
51701,제임스 박은 그 많은 돈으로 무엇을 하는 것일까?,BIIOBOOOOOOOBOOOOOOOOOOOOOO
67236,고1이 끝나갈 무렵 비로소 우리는 공부를 하기 시작했다.,BOOOOOOOOOOOOOOOOOOBIOOOOOBIOOO
42128,나는 코피 흘리는 아이처럼 눈을 감은 채 침대 위에 얌전히 누워 있었다.,OOOBIOOOOOBIOOOBOOOOOOOBIOBOOOOOOOOOOOOO
4135,두 사람에 대한 불만은 우선 인물 평에서 나타난다.,OOBIOOOOOBIOOOOOBIOBOOOOOOOO
55807,그녀가 자주 그리는 모과도 직접 뜰에서 수확한 것들이라고 한다.,OOOOOOOOOOOBIOOOOOBOOOBIOOOOOOOOOOO
23835,하지만 그 위대함은 말 그대로 '거대함'을 의미하는지도 모르겠다.,OOOOOOOOOOOBOOOOOOBIOOOOBIOOOOOOOOOO
3602,필재가 오래 머물다시피 한 보람이 있어 태식은 곧 풀려 나왔지만 필재 보기에도 태식은 완전히 딴 사람이 되어 버린 것 같았다.,BIOOOOOOOOOOOOOBIOOOOOBIOOOOOOOOOOOOBIOOOOOOBIOOOOOOOOBIOOOOOOOOOOOOOO
23370,"80년대 ""몸은 김정구, 마음은 박남정""이라는 얘기가 있었다.",OOOOOOBOOBIIOOBIOOBIIOOOOOBIOOOOOO
24208,밀어?,OOO
70306,"내용은 유사하지만 형식은 다르다고 생각했고, 그중에서 문학 쪽으로 관심을 돌리게 된 것 같아요.",BIOOBIOOOOBIOOOOOOOBIOOOOBIOOOBIOOOOOBIOOOOOOOOOOOOOO
58935,"우리 같이 조용히 갑시다.""",OOOOOOOOOOOOOOO
11550,메카는 아버지(하셈)의 관대함으로 식량을 공급받고 그 아들의 용기로 구출되었다.,BIOOBBIOOOOOOOOOOOOBIOOBIOOOOOBIOOBIOOBIOOOO
28386,기승전결을 갖춘 특별한 줄거리 없이 우리 전통인형이 펼치는 음악극 11개를 묶었다.,BIIIOOOOOBIOOBIIOOOOOOOBIOOOOOOOOBIIOOOOOOOOOO
57509,나쁘게 했거든요?,OOOOOOOOO
63466,"""그건 아주 쉬운 일입니다.",OOOOOOOOOOBOOOO
13947,'하나를 위해 구만 구천구백구십구의 헛일을 해야 하는…',OOOOOOOOOOOOOOOOOOOOOBOOOOOOOOO
60263,길게 목청을 내뽑았다.,OOOBIOOOOOOO
38146,동네 사람들은 도둑이 들어온 것과 도둑이 들어올 때에 '베쓰'가 짖지도 않고 도둑질하는 것을 보고도 가만히 있었다는 이야기를 다 듣고 있는 모양이었다.,BIOBIOOOBIOOOOOOOOOBIOOOOOOBOOOBIOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOBIIOOOOOOOOOOBIOOOO
24326,플라톤 : 재미있군.,BIIOOOOOOOO
3405,달아나는 자동차와 전차들도 새로운 흰 지붕을 이었다.,OOOOOBIIOOBIOOOOOOOOOBIOOOOOO
51307,"""외국 돈이 필요할 때는 가능하면 평소에 거래하는 주거래은행의 지점에서 바꾸는 것이 좋습니다.",OBIOBOOBIOOBOOBIOOOBIOOBIOOOBIIOOOOBIOOOOOOOOOOOOOOO
9206,직업이란 흔히 생계를 잇기 위해 하는 일이라고 간단히 생각하는 사람도 많다.,BIOOOOOOBIOOOOOOOOOOOBOOOOOOOOBIOOOBIOOOOO
62246,관능문학의 대가 나가이 가후의 활동방법은 그 좋은 예라 할 수 있다.,BIOOOOBIOBIIOBIOOBIOOOOOOOOOBOOOOOOOOO
63912,"""아니, 너 애비가 없다고 이러기냐? 어쩌면 시애미 상에 비린 생선꽁지 하나를 안 올리냐 안 올리길.",OOOOOOOBIOOOOOOOOOOOOOOOOBIIOBOOOOOBIOOOOOOOOOOOOOOOOOOO
8306,이러한 책임소재의 애매함은 전전의 일본 메이지(明治)헌법체제 자체의 중요한 특징으로부터 나온 것이었다.,OOOOBIOOOOOOOOOBOOOBIOBIIOBIOOOOOOBIOOOOOOBIOOOOOOOOOOOOO
23612,98.,OOO
1411,"이중 유가 증권과 제 2금융권 예금은 증가 규모가 전년보다 50%이상씩 늘었으나 은행 예금은 오히려 0.7%감소, 두드러진 대조를 보였다.",OOOBIOBIOOOOOBIOOBIOOBIOBIOOBIOOOOOOBIOOOOOOOBIOBIOOOOOOOOOOBIOOOOOOOBIOOOOOO
17555,그래서 비가 와도 비가 안 새는 집을 만들어 걱정없이 살아갈 수 있도록 도와주고 싶다.,OOOOBOOOOOBOOOOOOOBOOOOOOBIOOOOOOOOOOOOOOOOOOOOO
73382,정부는 조만간 국무회의에서 내년 예산안을 확정한 뒤 10월 국회에 올릴 예정이다.,BIOOOOOOBIOOOOOBIOBIIOOBIOOBOOOOOBIOOOOOBIOOO
31810,"(14) 정기적인 결막 윤활약을 눈에 투입하며, 구강 세척도 주의를 기울여 시행해야 한다.",OOOOOBIOOOBIOBIOOOBOOBIOOOOBIOBIOOBIOOOOOOBIOOOOOO
12082,그리고 문맹자를 위해서가 아니라 문자를 읽는 시간보다는 그림이 더 빨리 눈에 띄기 때문이다.,OOOOBIIOOOOOOOOOOOBIOOOOOBIOOOOBIOOOOOOOBOOOOOOOOOO
8599,성서에 금기로 열거된 새와 동물들은 대체로 두 범주로 선명하게 나눌 수 있다.,BIOOBIOOBIOOBOOBIOOOOOOOOOBIOOBIOOOOOOOOOOO
48858,어쨌든 무다리 소녀의 도움으로 소희네 펜팔부와 만날 약속은 뜻밖에도 쉽게 정해졌다.,OOOOBIOOBIOOBIOOOBIOOBIIOOOOOBIOOOOOOOOOOOOOOO
18698,K는 방금 반수 상태에서 들었던 그 비명소리에 대하여 생각했다.,OOOOOOBIOBIOOOOOOOOOBIOOOOOOOOBIOOO
42202,가잘 씨는 뜻밖에도 가족을 모두 이끌고 호텔에 나타났다.,BIOOOOOOOOOBIOOOOOOOOOBIOOOOOOO
24884,「고상경(上警).」,BIOOOOOOOO
1708,미군들이 껌이나 초콜릿 따위를 던져주기를 바라서였다.,BIOOOBOOOBIIOOOOOOOOOOOOOOOOO
51585,그리고 이 믿음을 이야기한다는 것은 또 하나의 이데올로기에의 도약이 된다.,OOOOOOBIOOBIIOOOOOOOOOOOOOBIIIIOOOBIOOOOO
45623,「문제 5」 다음은 학생들의 글에서 발췌한 잘못 사용된 부호들이다.,OBIOOOOBIOOBIOOOBOOOBIOOBIOBIOOBIOOOO
68815,왜 이렇게 될까?,OOOOOOOOO
11670,그러면서 아이를 황급히 안아올렸다.,OOOOOBIOOOOOOOOOOOO
5202,"내 늬 집이루 시집와서 슬 한번 제대루 뭇 쉔 건 고사허구 쌀밥 한 그릇 지대루 뭇 읃어먹어봤다만.""",OOOOBOOOOOOOOBOOOOOOOOOOOOOOBIOOOBIOOOBIOOOOOOOOOOOOOOOO
40020,"""와, 우리 조에도 기다리던 신입이 풀렸구나.""",OOOOOOOBOOOOOOOOBIOOOOOOOO
47123,현실은 흔히 '인간의 삶의 장'이라고 이야기되는데 그렇다면 도대체 그 삶의 장이라는 것은 무엇입니까? 그것은 구체적으로 '집단적이고 역사적인 삶의 장'을 말합니다.,BIOOOOOOBIOOBOOBOOOOOBIIOOOOOOOOOOOOOOOBOOBOOOOOOOOOOOOOOOOOOBIOOOOOBIOOOOBIOOOBOOBOOOBOOOO
6612,"1980년부터 RTL의 정치 뉴스를 담당하던 그녀에게 이듬해 7월, 라디오 프랑스(Radio-France)의 대표 이사 자리가 떨어진다.",OOOOOOOOOOOOOBIOBIOOBIOOOOOOOOBIIOOOOOBIIOBIIOOOOOOOOOOOOOOOOBIOBIOBIOOOOOOO
10498,"보아의 성공은 일본의 오리콘 차트를 정복한 뒤 낸 앨범인데다, 이제 성숙한 소녀로 돌아온 보아 자신의 매력이 덧붙여진 결과라는 게 가요관계자들의 진단이다.",BIOOBIOOBIOOBIIOBIOOBIOOBOOOBIOOOOOOOOBIOOBIOOOOOOBIOBIOOBIOOOOOOOBIOOOOOBIIOOOOOBIOOO
68543,"[임마, 진작에 그렇게 나와야지, 그럼 금반지 금목걸이는 어디서 훔쳤어?] [아저씨 정말 그건 훔친 게 아니라 쓰레기통에서 줏었어요.",OOOOOBIOOOOOOOOOOOOOOOBIIOBIIOOOOOOOOOOOOOOBIIOOOOOOOOOOOOOOOOBIIOOOOOOOOO
47278,봉지 속에 든 것은 삶은 달걀이었다.,BIOBOOOOOOOOOOBIOOOO
74694,눈앞에 천국으로 가는 계단이 부채처럼 촤르르 펼쳐진다.,BIOOBIOOOOOOBIOOBIOOOOOOOOOOOO
6223,"예컨대, 인생은 살아갈 만한 가치가 있다는 주장을 해온 사람들의 논거들을 모아 본다면 끝이 없을 것이다.",OOOOOBIOOOOOOOOOBIOOOOOOBIOOOOOBIOOOBIOOOOOOOOOOBOOOOOOOOO
55414,이불 있는 데까지가 쓰레기야.,BIOOOOOOOOOBIIOO
39761,가장 많은 것은 살아갈 자신을 잃은 사람들이다.,OOOOOOOOOOOOOBIOOOOOBIOOOO
3011,"""원래 여자 입술에서는 술맛이 나나요?""",OBIOBIOBIOOOOBOOOOOOOO
35608,계산기구의 발달은 동서양의 차이를 잘 보여준다.,BIOOOOBIOOBIIOOBIOOOOOOOOO
48611,저물어 가는 햇살을 받아 비늘처럼 번쩍거리는 강물을 거슬러 오르던 유람선은 마침내 그의 시야에서 사라졌다.,OOOOOOOBIOOOOOBIOOOOOOOOOBIOOOOOOOOOOBIIOOOOOOOOOBIOOOOOOOO
21645,그래서 그런 면에서 제가 확실하게 말씀드릴 수 있어요.,OOOOOOOBOOOOOOOOOOOBIOOOOOOOOO
11536,그 막,OOO
30355,어른이 보이지 않으면 찾는 것이 당연한 일 아닌가』,BIOOOOOOOOOOOOOOOOOOOOBOOOOO
6724,"뭐냐면은,",OOOOO
33024,"좋아하는 감정까지 인제 커 가는데,",OOOOOBIOOOOOOOOOOOO
20420,"북한에 의해 위협을 느낀 일본이 이미 축적된 민간 원자력 기술과 우주 로켓 기술을 이용, 비교적 빨리 자체 핵무장을 추진하고, 한국도 꼭 같은 방향으로 대응책을 마련하게 되는 것이다.",BIOOOOOBIOOOOOBIOOOOOBIOOBIOBIIOBIOOBIOBIOBIOOBIOOBIOOOOOBIOBIOOOBIOOOOBIOOOOOOOBIOOOBIIOOBIOOOOOOOOOO
34616,입 안이 까끌한 것이 담배맛이 영 나빴다.,BOBOOOOOOOOOBIOOOOOOOOO
49615,그녀는 이상한 분노에 사로잡히는 자신을 의식한다.,OOOOBIOOBIOOOOOOOOBIOOBIOOO
17890,청각장애인이나 뇌성마비 장애인 등은 전화를 통한 의사소통이나 정보접근이 거의 불가능하다.,BIIOOOOOBIOOOBIIOOOOBIOOOOOBIIIOOOBIOOOOOOOOBIOOO
56676,지폐는 비닐주머니 안에 담겨 있었다.,BIOOBIIOOOBOOOOOOOOO
58138,"진짜 좀쫌,",OOOOOO
32920,어머니가 꾹꾹 눌러 담아 주시는 밥 한 그릇을 다 비우고 국 한 그릇까지 말끔히 후루룩 들이마시고 나면 설마 배가 이렇게까지 고프지는 않을 텐데… 내가 이런 생각에 잠긴 채 시무룩히 앉아 있자 영달이가 갑자기 내 눈치를 살피며 말했다.,BIIOOOOOOOOOOOOOOOBOOOBIOOOOOOOOBOOOBIOOOOOOOOOOOOOOOOOOOOOOOBOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOBIIOOOOOOOOBIOOOOOOBOOO
19155,네가 동생보다 힘이 약하다면 넌 그때도 동생을 때릴 수 있었겠니? 그리고 아빠의 경우를 생각해 보렴.,OOOBIOOOBOOOOOOOOOBIOOBIOOOOOOOOOOOOOOOOOBIOOBIOOBIOOOOO
20241,그런 의미에서 산다는 것과 배운다는 말은 같은 의미의 두 가지 표현이다.,OOOBIOOOOOOOOOOOOOOOBOOOOOBIOOOOOOOBIOOO
32548,실제의 계절보다 빨라진다.,BIOOBIOOOOOOOO
73484,"새벽 거리를 쓸어 가는 환경 미화원 아줌마로부터 골목길에서 구슬치기를 하는 꼬마아이들까지, 모두들 그렇게 알고 있었다.",BIOBIOOOOOOOOBIOBIIOBIIOOOOBIIOOOBIIIOOOOOBIOOOOOOOBIOOOOOOOOOOOOO
5962,인간이라는 이름의 중생들은 끝없이 밀려오고 있는 것이었습니다.,BIOOOOBIOOBIOOOOOOOOOOOOOOOOOOOOOO
7043,"두 개가 틀리대,",OOOOOOOOO
50565,우는 애를 보는 일은 정말 지치는 일이었고 지겨운 일이었다.,OOOBOOOOOBOOOOOOOOOBOOOOOOOOBOOOO
12402,"첫째, 전통은 역사적 개념이다.",OOOOBIOOBIOOBIOOO
64763,"교육과 문화 전체에 생명에 대한 공경이 결핍되어 있는 현실에서, 생명에 대한 공경, 생명의 세계관을 기본 내용으로 하는 새로운 문화가 정착되어야 할 것이며 이것이 새로운 통일문화, 새로운 사회적 이상에로 연결되어 나가야 할 것입니다.",BIOOBIOBIOOBIOOOOOBIOOBIOOOOOOBIOOOOBIOOOOOBIOOBIOOBIIOOBIOBIOOOOOOOOOOBIOOBIOOOOOOOOOOOOOOOOOOBIOOOOOOOOBIOOBIOOOBIOOOOOOOOOOOOOO
28139,"""어쨌든 큰아주머니만 불평이 없으시다면 잘 되었습니다그려.",OOOOOBIIIIOOBIOOOOOOOOOOOOOOOOOO
5879,따라서 당조직의 재건이나 유격투쟁은 고사하고 최소한의 생존을 위한 보급투쟁마저도 지난하게 되었다는 말입니다.,OOOOBIOOOBIOOOBIOOOOBIOOOBIIOOBIOOOOOBIOOOOOOOOOOOOOOOOBOOOO
24030,1주일에 1회 이상의 술자리에 참석하고 있다.,OOOOOOOOBIOOBIIOOBIOOOOOO
35509,"""아이구, 염라대왕도 무슨 심문이 그래요? 일을 해야지 왜 헛되이 놀러 다녀요? 물을 것을 물으셔야지요?""",OOOOOOBIIIOOOOOBIOOOOOOOBOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
32859,이와 같은 발작은 발작성 수면 환자들 그리고 피크위키안 증후군 (Pickwickian syndrome)의 과다수면증 환자나 기타 다른 형태의 수면 무호흡증 환자들에서도 관찰이 된다.,OOOOOOBIOOBIOOBIOBIOOOOOOBIIIIOBIIOOOOOOOOOOOOOOOOOOOOOOOOOBIIOOOBIOOBIOOOOBIOOBIOOBIIOBIOOOOOBIOOOOO
49498,이렇게 됨으로써 신화는 이제 단순한 이야깃거리가 되어 서서히 그 힘을 잃어 가는 것이다.,OOOOOOOOOBIOOOOOBIOOBIIIIOOOOOOOOOOOBOOOOOOOOOOOO
13522,"다른 어족보다는 같은 어족, 같은 어족 내에서는 다시 같은 語群·語派에 속할수록 친족성이 짙어 공통성을 많이 내포하고 있음은 물론이다.",OOOBIOOOOOOOBIOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOBIOOOOOOBIOOOOOOOBIOOO
62025,그리고 가장 중요한 것은 중요지점에 위치한 슈퍼마켓에는 매주 평균 약 2만∼4만 명까지의 고객들이 북적거린다는 점이다.,OOOOOOOOOOOOOOOOBIOOBIOOBIIIOOOOOOBIOOOOOOOOOOOOOOBIOOOOOOOOOOBOOO
64997,"본시 자연의 산물이요, 조상의 후손인 도시민들은 주기적으로 도시를 탈출해야 한다.",BIOBIOOBIOOOOBIOOBIOOBIIOOOBIOOOOBIOOBIOOOOOO
73985,우선 먹고 보자는 찰나주의였다.,OOOOOOOOOOBIIIOOO
17273,"심지어 도저히 우리말화가 어려울 것은 램(RAM)이나 롬(ROM) 같은 말조차도 '막기억장치', '늘기억장치'로 한 것은 컴퓨터 전문가들 사이에서도 화제가 될 정도였다.",OOOOOOOOBIIOOOOOOOOOOBOOOOOOOOBOOOOOOOOOBOOOOOBIIIIOOOOBIIIIOOOOOOOOBIIOBIIOOBIOOOOBIOOOOBIOOO
26670,이것은 앞에서 언급한 바와 같이 이 지역의 원시토기문화를 낳게 한 원동력이 되었던 것이다.,OOOOBOOOBIOOOOOOOOOOBIOOBIOOOOOOOOOOOBIIOOOOOOOOOO
31716,임신 2개월(5~8주) 이 시기에 태싹은 머리와 몸통이 겨우 구별될 수 있는 모습이 된다.,BIOOOOOOOOOOOOOBIOOBIOOBIOOBIOOOOOBIOOOOOOOBIOOOOO
8133,그때마다 그의 가슴과 배가 심호흡을 위해 들먹거렸다.,BIOOOOOOBIOOBOOBIIOOOOOOOOOOO
66115,그는 스포츠카의 주인이 아니었다.,OOOBIIIOOBIOOOOOOO
6025,그는 광포한 폭풍의 바다 속으로 빨려들어가고 있나이다.,OOOBIOOBIOOBIOBOOOOOOOOOOOOOOO
42030,"실제로 까쭈샤의 갱생에 가장 큰 몫을 하는 것은 -- 적어도 그녀가 그들 틈에 있도록 네흘류도프가 만들어놓은 다음부터는 -- 이들 정치범이며, 네흘류도프 자신도 애초에 정치범들에 대해 갖고 있던 인식에 큰 변화가 일어났음을 시인한다(특히 3 부 5 장 참조).",OOOOBIIOOBIOOOOOOOBOOOOOOOOOOOOOOOOOOOOOOBOOOOOOBIIIIOOOOOOOOBIOOOOOOOOOOBIIOOOOBIIIIOBIOOBIOOBIIOOOOOOOOOOOOBIOOOOBIOOOOOOOOBIOOOOOOOOOOOOBOBIOO
68671,그러므로 글을 쓰기도 수월할 뿐만 아니라 논지를 체계적으로 정리할 수 있다.,OOOOOBOOOOOOOOOOOOOOOOOBIOOBIOOOOBIOOOOOOO
52767,합병과 인수에는 이미 네 번의 물결이 있었다.,BIOOBIOOOOOOOOOOOBIOOOOOO
28185,"그리고는,",OOOOO
38232,우리는 이미 여소야대의 정치에서도 경제 개혁의 혼선을 여러번 경험했다.,OOOOOOOBIIIOOBIOOOOBIOBIOOBIOOOOOOBIOOO
70846,펼쳐놓은 책 위에 라틴어로 'Veritas(진리)'라고 씌어진 마크가 철문의 기둥에 새겨져 있다.,OOOOOBOBOOBIIOOOOOOOOOOOBIOOOOOOOOOBIOOBOOOBIOOOOOOOOO
19290,그 반벌거숭이의 남자는 꼼짝없이 틀어잡힌 채 일으켜 세워졌다.,OOBIIIOOOBIOOOOOOOOOOOOOOOOOOOOOOO
32524,이때 우리 동료 중 한 명이 시경 모 간부의 목소리를 흉내내 경비전화로 마포 경찰서에 감춰 둔 승용차의 위치를 알아 냈던 것이다』,BIOOOOBIOOOOOOOOBIOOOBIOOBIIOOBIOOBIOOOOBIOBIIOOOOOOOBIIOOBIOOOOOOOOOOOO
56306,닭으로 한 거 다 좋아해요.,BOOOOOOOOOOOOOO
33333,그렇게 되면 아빠도 새엄마도 미워질 것만 같았습니다.,OOOOOOOBIOOBIIOOOOOOOOOOOOOOO
37337,따라서 진정한 의미의 문장의미론 고유의 영역을 확보하지 못한 것이 사실이다.,OOOOOOOOBIOOBIOOOOBIOOBIOOBIOOOOOOOOOBIOOO
3810,가벼운 바람과 함께 앞 창이 슬쩍 열리고는 공주보다 교만해 보이는 젊은 여자 손에는 새파란 줄기에 양호필(羊毫筆)같이 하얀 봉오리가 달린 난화(蘭花)를 한 다발 안고 와서는 뒤를 돌아보며 시비(侍婢)를 물리치곤 내 책상 위에 은으로 만든 화병에다 한 대를 골라 꽂아 두곤 무슨 말을 할 듯 할 듯하다가는 그만 부끄러운 듯이 아무런 말도 하지 못하고 조심조심 물러가고 만 것이었다.,OOOOBIOOOOOBOBOOOOOOOOOOBIOOOBIOOOOOOOOOBIOBOOOOOOOBIOOBIIOOOOOOOOOOOBIIOOOOOBIOOOOOOOOOOOOOOOOOOBOOOOOOOBIOOOOOOOOOOOOOBIOBOOBOOOOOOBIOOOOOOOOOOOOOOOOOOOOBOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBOOOOOOOOOOOOOOOOOOOOOOOOOO
31514,"첫째, 그동안의 천민적 또는 투기적 자본주의화에 의해 일그러진 경제구조와 높은 대외의존성, 취약한 국제경쟁력과 경제적 불균형, 분배의 불평등과 땅에 떨어진 윤리·도덕, 정치·사회적인 낙후성과 불안정성을 바로잡기 위해서 사회민주주의가 필요하다.",OOOOBIIOOBIOOOOOBIOOBIIIOOOOOOOOOOOBIOOOOOOOBIOOOOOBIOOBIIOOOOBIOOOBIOOBIOOOBIOOBOOOOOOBBIOOOOBBIOOOOOBIOOOOBIOOOOOOOOOOOOBIIIOOOOBIOOO
72698,[그럼 쪼이 붙었구나(노름했구나).,OOOOBIOOOOOOBIOOOOO
2831,환경은 생각 안 하구.,BIOOBIOOOOOO
12697,{다람쥐나라}는 미국의 한국농민 수탈을 형상화해 본 것이고 {어머니 죄인}은 농촌의 가난한 농민들의 뼈저린 아픔을 자식들에게 느끼는 죄의식으로 표현한 것이다.,OBIIIIOOOBIOOBIOOOBIOOBIOOOOOOOOOOBIIOBIOOOBIOOBIOOBIOOOOOOOBIOOBIOOOOOOOOBIIOOOBIOOOOOO
26413,나의 일처럼 생각해서 어렵게 말하지만 그것은 거대한 결혼제도 앞에서 메아리처럼 울릴 뿐이다.,OOOBOOOBIOOOOOOOBOOOOOOOOBIOOBIOOOBOOOBIIOOOOOOOOOO
16036,둘째는 일본 식민지 시대에 태어나서 일본 교육을 받고 `아(亞)일본인'으로 형성되었다가 해방을 맞은 세대이다.,OOOOBIOBIIOBIOOOOOOOBIOBIOOOOOOBOBIIOOOOOOBIOOOOOBIOOOOOBIOOO
6039,"확실히 해두기 위해 다비는 그의 등으로 손을 가져가, 엄마가 아이에게 하듯 천천히 토닥거려주었다.",OOOOOOOOOOOBIOOOOOBOOOBOOOOOOOBIOOBIOOOOOOOOOOOOOOOOOO
74305,또한 다른 재벌그룹의 구조조정에 영향을 줄 것으로 전망된다.,OOOOOOBIOOOOBIOOOOBIOOOOOOOOBIOOO
45640,"""아인 최, 잠이 들었어요?""",OBIOBOOBOOOOOOOO
2182,"심심하다, 그래 그게 가장 정확한 표현이다.",OOOOOOOOOOOOOOOOOOOBIOOO
37681,학점이 뭐가 중요해.,BIOOOOOBIOO
15953,확실하게::.,OOOOOOO
47838,전 개인적으로 그런 생각을 하거든요?,OOBIOOOOOOOBIOOOOOOO
25424,이선생의 노골적인 훼방에도 불구하고 배선생은 별로 기분을 잡친 기색이 아니었다.,BIOOOBIOOOBIOOOOOOOOBIOOOOOOBIOOOOOBIOOOOOOO
1355,"개정 저작권법은 제28조에 ""도서관은 컴퓨터 등 정보처리능력을 가진 장치를 통해 당해 시설과 다른 도서관 등에서 이용자가 도서를 열람할 수 있도록 이를 복제.전송할 수 있다""는 규정을 신설했다.",BIOBBOOOOOOOOOOOBIIOOBIIOOOBIOOOOOOOOOBIOOOOOBIOBIOOOOOBIIOOOOOBIIOOBIOOBIOOOOOOOOOOOBBIOOOOOOOOOOOBIOOBIOOO
40359,작업과에선 각 노역장마다 샌드백 하나를 달아줬다.,BIIOOOOOBIIOOOBIIOOOOOOOOOO
68429,어거지로 세계사를 골랐는데.,BIIOOBIIOOOOOOO
22357,"김대표는 아침 일찍부터 '한 번만 그림을 만들어 주십시오.""라고",BIOOOBIOOOOOOOOOOOOBIOOOOOOOOOOOOOO
62589,그들은 서로 잘 아는 사이인 듯 남자는 남자끼리 여자는 여자끼리 지껄이다가 이번엔 남녀가 공방전을 펼 낌새였다.,OOOOOOOOOOOOBIOOOOBIOOBIOOOBIOOBIOOOOOOOOOBIOOBIOOBIIOOOOBIOOO
46030,"안씨는 지난 12일 권중희 씨 등 3 명이 자신의 집에 찾아와 ""부인이 있으면 방해가 된다""며 자신의 부인을 건너방에 가둬놓았고 박달나무 2 개로 멍이 들만큼 자신의 전신을 구타해 이 같은 거짓 진술을 하게 됐다고 말했다.",BOOOOOOOOOOBIIOOOOOOOOOOBIOOBOOOOOOOBIOOOOOOBIOOOOOOOBIOOBIOOBIIOOOOOOOOBIIIOOOOOOBOOOOOOBIOOBIOOBIOOOOOOOBIOBIOOOOOOOOOBOOO
